,Time Stamp,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8
396,2023-02-07 10:09:46.622160,"(-45.30000305175781, 0.45000001788139343, 34.12200164794922)","(-13.200000762939453, 12.750000953674316, 37.0260009765625)","(-25.950000762939453, -0.30000001192092896, 45.012001037597656)","(-51.30000305175781, 13.800000190734863, 41.624000549316406)","(16.05000114440918, 57.750003814697266, 85.90999603271484)","(0.0, 0.0, 0.0)","(-43.80000305175781, 24.150001525878906, 43.07600021362305)","(-32.400001525878906, 53.400001525878906, 49.85200119018555)"
397,2023-02-07 10:09:46.667138,"(-13.200000762939453, 11.700000762939453, 38.720001220703125)","(19.350000381469727, 22.05000114440918, 45.012001037597656)","(15.300000190734863, 22.350000381469727, 51.30400085449219)","(-10.050000190734863, 28.350000381469727, 49.125999450683594)","(39.30000305175781, 61.05000305175781, 85.90999603271484)","(0.0, 0.0, 0.0)","(-12.300000190734863, 30.450000762939453, 39.20399856567383)","(5.100000381469727, 56.85000228881836, 45.97999954223633)"
398,2023-02-07 10:09:46.756836,"(-6.0, 15.15000057220459, 31.70199966430664)","(27.750001907348633, 27.000001907348633, 37.99399948120117)","(21.450000762939453, 25.200000762939453, 44.04399871826172)","(-2.5500001907348633, 29.700000762939453, 40.89799880981445)","(45.150001525878906, 63.750003814697266, 81.7959976196289)","(0.0, 0.0, 0.0)","(-4.5, 32.85000228881836, 33.15399932861328)","(13.050000190734863, 58.80000305175781, 38.720001220703125)"
399,2023-02-07 10:09:46.801847,"(-3.3000001907348633, 16.80000114440918, 25.893999099731445)","(34.5, 28.500001907348633, 38.720001220703125)","(22.200000762939453, 25.05000114440918, 37.0260009765625)","(3.450000047683716, 33.0, 35.332000732421875)","(46.35000228881836, 66.0, 77.68199920654297)","(0.0, 0.0, 0.0)","(-3.1500000953674316, 35.70000076293945, 28.555999755859375)","(13.950000762939453, 61.35000228881836, 32.9119987487793)"
400,2023-02-07 10:09:46.891836,"(-5.700000286102295, 18.75, 19.8439998626709)","(28.500001907348633, 31.650001525878906, 30.007999420166016)","(20.25, 27.30000114440918, 31.70199966430664)","(-1.9500000476837158, 36.75, 30.007999420166016)","(43.35000228881836, 67.05000305175781, 72.11599731445312)","(0.0, 0.0, 0.0)","(-7.350000381469727, 37.5, 21.780000686645508)","(10.950000762939453, 63.60000228881836, 26.378000259399414)"
401,2023-02-07 10:09:46.937202,"(-7.800000190734863, 20.850000381469727, 15.246000289916992)","(28.80000114440918, 32.70000076293945, 24.926000595092773)","(18.75, 28.350000381469727, 27.58799934387207)","(-3.1500000953674316, 37.650001525878906, 20.56999969482422)","(42.75, 68.70000457763672, 68.72799682617188)","(0.0, 0.0, 0.0)","(-8.700000762939453, 38.10000228881836, 16.214000701904297)","(7.350000381469727, 65.10000610351562, 21.29599952697754)"
402,2023-02-07 10:09:46.982394,"(-8.850000381469727, 21.150001525878906, 6.050000190734863)","(27.600000381469727, 32.10000228881836, 20.086000442504883)","(13.950000762939453, 30.30000114440918, 19.118000030517578)","(-7.650000095367432, 36.75, 17.423999786376953)","(41.10000228881836, 68.55000305175781, 63.88800048828125)","(0.0, 0.0, 0.0)","(-9.300000190734863, 40.05000305175781, 6.776000022888184)","(6.450000286102295, 66.0, 13.552000045776367)"
403,2023-02-07 10:09:47.072072,"(-8.850000381469727, 20.700000762939453, -1.694000005722046)","(28.05000114440918, 34.35000228881836, 15.246000289916992)","(15.15000057220459, 28.05000114440918, 15.003999710083008)","(-6.900000095367432, 40.20000076293945, 9.437999725341797)","(42.0, 68.4000015258789, 57.8380012512207)","(0.0, 0.0, 0.0)","(-9.450000762939453, 39.45000076293945, 0.48399999737739563)","(7.650000095367432, 65.10000610351562, 6.291999816894531)"
404,2023-02-07 10:09:47.117017,"(-6.450000286102295, 18.30000114440918, -10.406000137329102)","(28.200000762939453, 34.20000076293945, 5.565999984741211)","(16.05000114440918, 27.30000114440918, 4.5980000495910645)","(-5.850000381469727, 35.55000305175781, 1.4520000219345093)","(43.80000305175781, 67.80000305175781, 50.81999969482422)","(0.0, 0.0, 0.0)","(-9.300000190734863, 35.85000228881836, -11.37399959564209)","(8.25, 61.650001525878906, -3.871999979019165)"
405,2023-02-07 10:09:47.207169,"(-2.4000000953674316, 13.350000381469727, -22.263999938964844)","(30.30000114440918, 32.400001525878906, -3.1459999084472656)","(18.0, 20.100000381469727, -5.081999778747559)","(-4.200000286102295, 28.80000114440918, -12.826000213623047)","(45.45000076293945, 64.95000457763672, 43.560001373291016)","(0.0, 0.0, 0.0)","(-5.25, 30.900001525878906, -21.780000686645508)","(10.65000057220459, 56.55000305175781, -12.826000213623047)"
406,2023-02-07 10:09:47.252359,"(9.300000190734863, 6.750000476837158, -39.6879997253418)","(33.75, 31.500001907348633, -15.48799991607666)","(22.200000762939453, 15.600000381469727, -9.680000305175781)","(-1.8000000715255737, 22.950000762939453, -18.149999618530273)","(50.70000076293945, 63.45000076293945, 38.236000061035156)","(0.0, 0.0, 0.0)","(2.25, 21.450000762939453, -25.893999099731445)","(15.600000381469727, 49.05000305175781, -18.392000198364258)"
407,2023-02-07 10:09:47.342018,"(28.350000381469727, 10.200000762939453, -44.77000045776367)","(38.25, 27.450000762939453, -14.03600025177002)","(12.600000381469727, 14.850000381469727, -5.323999881744385)","(4.050000190734863, 18.30000114440918, -21.053998947143555)","(55.650001525878906, 65.70000457763672, 37.75199890136719)","(0.0, 0.0, 0.0)","(10.800000190734863, 14.850000381469727, -30.492000579833984)","(19.650001525878906, 45.900001525878906, -19.360000610351562)"
408,2023-02-07 10:09:47.386952,"(38.55000305175781, 21.0, -40.65599822998047)","(40.95000076293945, 27.450000762939453, -19.8439998626709)","(7.650000095367432, -1.8000000715255737, -19.360000610351562)","(9.90000057220459, 16.200000762939453, -20.327999114990234)","(57.900001525878906, 65.70000457763672, 38.720001220703125)","(0.0, 0.0, 0.0)","(21.900001525878906, 15.15000057220459, -29.03999900817871)","(25.350000381469727, 42.900001525878906, -17.90799903869629)"
409,2023-02-07 10:09:47.477139,"(30.450000762939453, 30.30000114440918, -33.880001068115234)","(40.5, 25.05000114440918, -14.76200008392334)","(28.200000762939453, -4.800000190734863, -24.926000595092773)","(7.050000190734863, 18.600000381469727, -14.519999504089355)","(55.95000076293945, 67.95000457763672, 40.41400146484375)","(0.0, 0.0, 0.0)","(25.500001907348633, 25.500001907348633, -28.555999755859375)","(26.850000381469727, 46.05000305175781, -17.666000366210938)"
410,2023-02-07 10:09:47.522113,"(26.850000381469727, 31.80000114440918, -28.555999755859375)","(39.30000305175781, 24.150001525878906, -12.342000007629395)","(36.75, -3.9000000953674316, -25.652000427246094)","(11.100000381469727, 18.75, -15.48799991607666)","(55.650001525878906, 68.4000015258789, 42.349998474121094)","(0.0, 0.0, 0.0)","(27.000001907348633, 25.950000762939453, -26.378000259399414)","(27.750001907348633, 46.35000228881836, -14.519999504089355)"
411,2023-02-07 10:09:47.567029,"(34.5, 26.100000381469727, -25.40999984741211)","(43.35000228881836, 23.55000114440918, -12.826000213623047)","(43.05000305175781, 2.700000047683716, -15.972000122070312)","(14.550000190734863, 19.650001525878906, -12.826000213623047)","(58.500003814697266, 65.85000610351562, 44.04399871826172)","(0.0, 0.0, 0.0)","(30.150001525878906, 20.25, -24.200000762939453)","(31.500001907348633, 46.20000076293945, -12.826000213623047)"
412,2023-02-07 10:09:47.656914,"(38.70000076293945, 18.450000762939453, -22.263999938964844)","(45.0, 22.5, -11.131999969482422)","(44.10000228881836, 3.1500000953674316, -11.616000175476074)","(12.90000057220459, 19.650001525878906, -14.76200008392334)","(61.80000305175781, 63.900001525878906, 45.012001037597656)","(0.0, 0.0, 0.0)","(28.500001907348633, 15.300000190734863, -21.538000106811523)","(33.150001525878906, 45.30000305175781, -12.342000007629395)"
413,2023-02-07 10:09:47.746878,"(40.95000076293945, 13.050000190734863, -20.327999114990234)","(48.30000305175781, 22.350000381469727, -8.711999893188477)","(42.60000228881836, 2.4000000953674316, -12.342000007629395)","(13.350000381469727, 19.950000762939453, -11.616000175476074)","(62.70000076293945, 62.55000305175781, 45.012001037597656)","(0.0, 0.0, 0.0)","(25.500001907348633, 14.40000057220459, -21.29599952697754)","(34.650001525878906, 45.60000228881836, -11.616000175476074)"
414,2023-02-07 10:09:47.791937,"(36.150001525878906, 14.250000953674316, -21.538000106811523)","(49.05000305175781, 21.450000762939453, -11.616000175476074)","(42.45000076293945, 4.200000286102295, -8.953999519348145)","(13.200000762939453, 19.200000762939453, -10.406000137329102)","(61.35000228881836, 62.55000305175781, 44.77000045776367)","(0.0, 0.0, 0.0)","(24.450000762939453, 16.5, -20.327999114990234)","(31.950000762939453, 45.30000305175781, -12.100000381469727)"
415,2023-02-07 10:09:47.837034,"(38.10000228881836, 13.500000953674316, -19.8439998626709)","(46.05000305175781, 20.55000114440918, -11.131999969482422)","(43.20000076293945, 6.450000286102295, -11.857999801635742)","(12.90000057220459, 18.75, -9.680000305175781)","(62.250003814697266, 62.55000305175781, 46.4640007019043)","(0.0, 0.0, 0.0)","(23.700000762939453, 15.90000057220459, -18.875999450683594)","(32.70000076293945, 45.0, -10.406000137329102)"
416,2023-02-07 10:09:47.881789,"(39.60000228881836, 11.25, -15.972000122070312)","(49.20000076293945, 19.650001525878906, -7.986000061035156)","(47.400001525878906, 5.25, -7.986000061035156)","(13.500000953674316, 17.100000381469727, -8.470000267028809)","(64.05000305175781, 62.250003814697266, 48.641998291015625)","(0.0, 0.0, 0.0)","(27.000001907348633, 15.15000057220459, -17.18199920654297)","(35.55000305175781, 44.70000076293945, -7.74399995803833)"
417,2023-02-07 10:09:47.971803,"(41.70000076293945, 10.050000190734863, -9.92199993133545)","(52.500003814697266, 19.350000381469727, -2.177999973297119)","(51.45000076293945, 2.8500001430511475, -0.7260000109672546)","(16.950000762939453, 18.75, -5.808000087738037)","(67.35000610351562, 61.80000305175781, 51.78799819946289)","(0.0, 0.0, 0.0)","(34.20000076293945, 13.500000953674316, -11.131999969482422)","(39.0, 44.25, -2.6619999408721924)"
418,2023-02-07 10:09:48.016871,"(39.75, 9.15000057220459, -5.565999984741211)","(51.45000076293945, 19.200000762939453, 1.4520000219345093)","(52.95000076293945, 3.1500000953674316, 2.9040000438690186)","(20.850000381469727, 17.55000114440918, -0.9679999947547913)","(68.4000015258789, 61.650001525878906, 52.029998779296875)","(0.0, 0.0, 0.0)","(35.55000305175781, 15.000000953674316, -9.437999725341797)","(40.80000305175781, 44.400001525878906, -3.1459999084472656)"
419,2023-02-07 10:09:48.107018,"(37.05000305175781, 11.700000762939453, -10.64799976348877)","(54.150001525878906, 19.950000762939453, -1.2100000381469727)","(52.35000228881836, 4.050000190734863, 2.177999973297119)","(19.200000762939453, 18.75, -6.533999919891357)","(66.30000305175781, 62.70000076293945, 49.36800003051758)","(0.0, 0.0, 0.0)","(32.70000076293945, 17.100000381469727, -13.793999671936035)","(38.55000305175781, 44.85000228881836, -5.323999881744385)"
420,2023-02-07 10:09:48.151829,"(36.900001525878906, 8.100000381469727, -12.826000213623047)","(50.250003814697266, 17.700000762939453, -6.291999816894531)","(46.80000305175781, 4.650000095367432, -3.388000011444092)","(18.900001525878906, 17.25, -3.871999979019165)","(65.85000610351562, 59.85000228881836, 50.33599853515625)","(0.0, 0.0, 0.0)","(26.850000381469727, 16.05000114440918, -12.826000213623047)","(37.80000305175781, 43.80000305175781, -4.355999946594238)"
421,2023-02-07 10:09:48.242012,"(39.0, -0.9000000357627869, -13.793999671936035)","(52.05000305175781, 14.40000057220459, -3.629999876022339)","(48.750003814697266, 1.9500000476837158, 0.24199999868869781)","(21.30000114440918, 13.950000762939453, -6.776000022888184)","(67.80000305175781, 56.85000228881836, 49.85200119018555)","(0.0, 0.0, 0.0)","(27.30000114440918, 12.750000953674316, -13.067999839782715)","(39.45000076293945, 41.25, -5.081999778747559)"
422,2023-02-07 10:09:48.331935,"(36.75, -5.400000095367432, -15.246000289916992)","(55.20000076293945, 13.950000762939453, -0.7260000109672546)","(50.10000228881836, -1.350000023841858, -3.388000011444092)","(21.450000762939453, 14.850000381469727, -7.259999752044678)","(68.70000457763672, 54.900001525878906, 48.88399887084961)","(0.0, 0.0, 0.0)","(25.350000381469727, 11.550000190734863, -14.277999877929688)","(40.35000228881836, 39.45000076293945, -5.565999984741211)"
423,2023-02-07 10:09:48.333288,"(37.35000228881836, -9.450000762939453, -15.246000289916992)","(58.650001525878906, 10.5, -2.4200000762939453)","(49.500003814697266, -1.8000000715255737, -4.113999843597412)","(21.450000762939453, 13.950000762939453, -8.470000267028809)","(69.0, 52.95000076293945, 47.91600036621094)","(0.0, 0.0, 0.0)","(25.350000381469727, 9.450000762939453, -14.519999504089355)","(40.20000076293945, 37.05000305175781, -6.291999816894531)"
424,2023-02-07 10:09:48.421929,"(35.400001525878906, -12.300000190734863, -18.875999450683594)","(57.30000305175781, 8.550000190734863, -2.4200000762939453)","(48.750003814697266, -2.1000001430511475, -5.081999778747559)","(21.75, 11.700000762939453, -7.259999752044678)","(69.0, 51.45000076293945, 46.70600128173828)","(0.0, 0.0, 0.0)","(25.05000114440918, 9.450000762939453, -16.45599937438965)","(40.5, 35.400001525878906, -10.163999557495117)"
425,2023-02-07 10:09:48.466966,"(32.85000228881836, -16.200000762939453, -20.812000274658203)","(57.45000076293945, 7.500000476837158, -5.808000087738037)","(48.150001525878906, -4.050000190734863, -6.050000190734863)","(18.600000381469727, 7.650000095367432, -9.680000305175781)","(68.55000305175781, 48.60000228881836, 45.012001037597656)","(0.0, 0.0, 0.0)","(24.150001525878906, 6.450000286102295, -18.875999450683594)","(40.05000305175781, 32.400001525878906, -11.616000175476074)"
426,2023-02-07 10:09:48.557116,"(31.80000114440918, -24.450000762939453, -21.538000106811523)","(55.35000228881836, -0.75, -11.37399959564209)","(47.70000076293945, -9.300000190734863, -7.501999855041504)","(21.150001525878906, 1.5, -10.64799976348877)","(68.70000457763672, 43.35000228881836, 44.77000045776367)","(0.0, 0.0, 0.0)","(24.600000381469727, 0.0, -19.360000610351562)","(40.05000305175781, 26.400001525878906, -11.616000175476074)"
427,2023-02-07 10:09:48.601847,"(31.80000114440918, -29.250001907348633, -14.277999877929688)","(57.900001525878906, -5.550000190734863, -9.196000099182129)","(48.750003814697266, -12.0, -7.501999855041504)","(21.0, -1.2000000476837158, -10.163999557495117)","(71.55000305175781, 38.55000305175781, 46.947998046875)","(0.0, 0.0, 0.0)","(26.250001907348633, -5.850000381469727, -15.003999710083008)","(42.0, 21.900001525878906, -8.953999519348145)"
428,2023-02-07 10:09:48.646827,"(30.900001525878906, -30.450000762939453, -7.501999855041504)","(61.35000228881836, -12.15000057220459, -5.081999778747559)","(51.30000305175781, -18.75, 0.9679999947547913)","(20.700000762939453, -6.300000190734863, -8.711999893188477)","(73.5, 33.45000076293945, 51.78799819946289)","(0.0, 0.0, 0.0)","(29.700000762939453, -12.15000057220459, -8.227999687194824)","(44.55000305175781, 16.650001525878906, -2.9040000438690186)"
429,2023-02-07 10:09:48.736912,"(30.000001907348633, -33.30000305175781, -5.081999778747559)","(62.85000228881836, -16.80000114440918, -2.9040000438690186)","(50.55000305175781, -22.950000762939453, 2.6619999408721924)","(25.650001525878906, -8.40000057220459, -7.501999855041504)","(73.20000457763672, 31.350000381469727, 55.902000427246094)","(0.0, 0.0, 0.0)","(30.150001525878906, -15.000000953674316, -3.871999979019165)","(46.05000305175781, 13.65000057220459, 0.7260000109672546)"
430,2023-02-07 10:09:48.781880,"(29.250001907348633, -34.20000076293945, 1.2100000381469727)","(64.05000305175781, -21.150001525878906, 4.355999946594238)","(53.400001525878906, -24.450000762939453, 7.74399995803833)","(27.150001525878906, -12.15000057220459, 0.24199999868869781)","(73.20000457763672, 29.850000381469727, 59.77399826049805)","(0.0, 0.0, 0.0)","(30.000001907348633, -16.05000114440918, 1.9359999895095825)","(47.85000228881836, 10.200000762939453, 6.776000022888184)"
431,2023-02-07 10:09:48.871788,"(28.200000762939453, -35.10000228881836, 3.871999979019165)","(61.95000076293945, -21.900001525878906, 13.067999839782715)","(51.750003814697266, -26.55000114440918, 14.03600025177002)","(26.250001907348633, -16.350000381469727, 4.355999946594238)","(72.75, 28.500001907348633, 64.12999725341797)","(0.0, 0.0, 0.0)","(30.600000381469727, -18.600000381469727, 8.953999519348145)","(48.45000076293945, 7.200000286102295, 12.826000213623047)"
432,2023-02-07 10:09:48.916809,"(28.200000762939453, -36.60000228881836, 6.533999919891357)","(63.750003814697266, -25.200000762939453, 16.214000701904297)","(55.20000076293945, -25.950000762939453, 18.149999618530273)","(28.80000114440918, -18.450000762939453, 11.131999969482422)","(72.0, 26.55000114440918, 65.8239974975586)","(0.0, 0.0, 0.0)","(29.55000114440918, -19.80000114440918, 12.100000381469727)","(47.85000228881836, 5.100000381469727, 17.666000366210938)"
